date,value,cost_basis,pnl,performance_pct,performance_index
2025-11-12,12036.24,11169.59,866.62,9.835645332975052,109.83564533297505
2025-11-13,11795.81,11174.57,621.1899999999999,7.635861488957046,107.63586148895705
2025-11-14,11724.7,11177.21,547.46,6.974902657789129,106.97490265778913
2025-11-17,11516.11,11181.03,335.04999999999995,5.07349372062612,105.07349372062612
2025-11-18,11381.56,11166.53,215.01,4.002386635738341,104.00238663573835
2025-11-19,11559.630000000001,11182.95,376.71,5.445510633944409,105.44551063394441
2025-11-20,11214.67,11198.18,16.47999999999998,2.2240671552618023,102.2240671552618
2025-11-21,11276.18,11205.800000000001,70.33999999999995,2.7046110333605826,102.70461103336058
2025-11-24,11634.05,11208.84,425.21000000000004,5.870424066611525,105.87042406661152
2025-11-25,11711.21,11207.32,503.9,6.573068959056667,106.57306895905667
2025-11-26,11901.7,11190.17,711.51,8.435248826839773,108.43524882683977
2025-11-27,6261.88,5834.31,427.57,9.405444804366931,109.40544480436694
2025-11-28,12123.57,11159.69,963.86,10.713878650835998,110.713878650836
2025-12-01,12091.26,11159.69,931.54,10.42426487124176,110.42426487124176
2025-12-02,12132.68,11162.35,970.31,10.769603980879307,110.76960398087931
2025-12-03,12214.630000000001,11148.25,1066.29,11.641540573682914,111.64154057368292
2025-12-04,12293.279999999999,11149.42,1143.87,12.33635782614784,112.33635782614783
2025-12-05,12241.41,11114.37,1127.02,12.217106261134631,112.21710626113463
2025-12-08,12275.119999999999,11105.6,1169.52,12.60780371156925,112.60780371156925
2025-12-09,12377.51,11108.29,1269.24,13.502961460425965,113.50296146042596
2025-12-10,12608.63,11104.84,1503.75,15.618293145593451,115.61829314559346
2025-12-11,12853.74,11081.61,1772.1000000000001,18.06825903988706,118.06825903988707
2025-12-12,12807.869999999999,11079.68,1728.17,17.67455302330597,117.67455302330598
2025-12-15,12677.03,11080.07,1596.93,16.48953496073691,116.4895349607369
2025-12-16,12593.1,11071.7,1521.3899999999999,15.818150598029405,115.8181505980294
2025-12-17,12576.95,11154.0,1422.95,14.83420717928687,114.83420717928686
2025-12-18,12728.22,11165.130000000001,1563.09,16.07664781144817,116.07664781144817
2025-12-19,13198.26,11265.34,1932.8999999999999,19.23483791580784,119.23483791580784
2025-12-22,13324.64,11256.53,2068.09,20.449258472556632,120.44925847255664
2025-12-23,13553.970000000001,11239.83,2314.12,22.66546800420319,122.66546800420319
2025-12-24,13551.96,11227.82,2324.15,22.776822541159113,122.7768225411591
2025-12-26,6195.9,5306.0199999999995,889.88,18.848039580129182,118.84803958012918
2025-12-29,13391.28,11236.42,2154.83,21.25409383125367,121.25409383125367
2025-12-30,13357.67,11245.6,2112.05,20.858023667291747,120.85802366729175
2025-12-31,13306.21,11252.73,2053.46,20.325449846626604,120.32544984662661
2026-01-02,13444.25,11264.76,2179.48,21.42467166315521,121.42467166315521
2026-01-05,13791.480000000001,11377.67,2413.79,23.29205251923701,123.29205251923702
2026-01-06,13937.199999999999,11377.67,2559.48,24.572543164509725,124.57254316450972
2026-01-07,13990.3,11426.55,2563.76,24.513768904638216,124.51376890463821
2026-01-08,13931.95,11426.55,2505.3900000000003,24.002941051961773,124.00294105196177
2026-01-09,14073.960000000001,11426.55,2647.37,25.24548582706887,125.24548582706888
